alunoId,cursos
1749481,920083|920083
1751858,920083|123703
1751885,920083|920085|920090
1752136,920083|920083|920085
1752455,92
1752547,92
1752776,920083|920086
1752836,920083|920090
1754111,920083|123653|920090|122430|122913
1759155,920083|920081|920081
1759762,92
1759788,920083|920085
1759995,920083|920090|920090
1760181,920083|920090|920090|124273
1760233,920083|920092|920088
1760631,920083|920092|920087|124556
1761963,92
1762803,920083|920085
1762836,920083|123653|920090
1767069,92
1767477,920083|920081|920086
1768382,920083|920081
1768404,92
1768418,92
1768423,92
1768465,920083|121999
1768479,920083|124603
1768599,920083|124603
1768614,92
1769115,920083|920085|920081|124636
1769200,92
1769202,920083|920083|920090|920086
1769203,920083|920081|920092|920086
1769204,920083|123649|920086|123465
1769688,920083|920084|920085|920090|920081|920088
1770314,920083|920081|920086
1770418,920083|920083|920081|920081|920086|920086
1770436,92
1770438,920083|920086
1771125,920083|124603|920091|920088
1771180,920083|920083
1771513,92
1771623,920083|920081|920081|920081|920086|920086
1771673,92
1771701,92
1771702,92
1772065,92
1773496,920083|920081|920087|124347
1773573,920083|920090|920081|920092
1773765,920083|123506|123507
1773845,920083|920081|920081
1774300,920083|920086
1776690,920083|920081|920091
1779191,920083|123896|123465|123902
1779323,92
1779329,920083|920081|920092
1779621,920083|10005|920081
1779964,920083|920081|920088|920088
1780127,92
1780141,920083|920090|920086
1780147,920083|920090
1781033,92
1781578,92
1782369,920083|920086
1783455,920083|920085|920086|123465
1784224,92
1785936,920083|920083
1785940,92
1785953,920083|920083
1786214,92
1786298,92
1786461,920083|920091
1786623,920083|123868
1786794,920083|920081|920081|920088
1786848,92
1787135,92
1787408,920083|920081|920081|120292|920091|920087
1787885,920083|920085|920090|920081
1788079,92
1788168,920083|920090|920081|920086
1788179,92
1788191,92
1788199,920083|123675|124273
1788366,920083|123868
1788377,920083|920081|920091|920091|123784|920087|920088
1788422,92
1788978,920083|920081|920092
1788996,920083|920081
1789068,920083|920081|920086
1789082,920083|920081|920092|920086
1789099,920083|920085
1789148,920083|920081|920081
1789152,920083|920090
1789158,92
1789161,92
1789340,92
1789407,920083|920086|920086
1789484,92
1789539,920083|920085|920090|920086|920088
1789553,920083|920084|920085|920090|920091|920086|920087|920088
1789636,920083|920081
1790258,920083|920090|920081|920086|124534
1790508,92
1790786,92
1791159,920083|920081
1791545,920083|920084|920091|920087|920088|123674
1791803,920083|124603
1792303,920083|920090|920081|920091|920092
1792311,920083|123875|123675|123915
1792475,920083|920081
1793216,92
1793312,920083|920083|123703|123597|123488|123897|124371
1794472,920083|920085|920081|920086|122392
1795044,92
1795301,920083|920090|920086
1795380,92
1795388,92
1795431,92
1795442,920083|920081|920091
1795784,920083|920081
1796000,920083|920081|920092|920086
1796303,920083|920091
1796318,92
1796393,92
1796937,92
1797743,920083|920081|920091|920088
1802461,92
1802565,920083|920081|123507
1802569,920083|920081|10007|123507
1802893,92
1802939,920083|920084|920085
1803189,920083|920083
1803217,92
1803350,920083|920092|920086
1803356,920083|920090
1803503,920083|123875|920081|122895|123896
1803673,920083|920088|920088
1803781,920083|123678|122910|123047
1804159,920083|920085|920081
1804350,92
1804445,92
1804505,920083|920085|920081|920086
1804582,920083|123868|920081|920092
1804641,92
1804659,920083|920081
1804703,920083|920081|920092|920086
1804709,920083|920083|920081|920081
1804725,920083|920092|920086
1804733,92
1804758,920083|920091
1804832,920083|920092
1806729,920083|10005
1806800,920083|920084|124140
1807242,920083|920090|920091|920092
1807399,92
1807625,920083|920081
1807695,920083|920083|920087|920087|920088
1808018,920083|920084|920081|920091|920091
1808223,920083|123507
1808271,920083|920083
1808339,92
1808344,920083|920083
1808374,920083|920083|920090|920081|10008|920091|920086|124640|124531
1808387,920083|920081
1808397,920083|123629|920085|920090|920081|920091|123519
1808499,92
1811641,920083|920086|920086
1811656,920083|920090|920081|920088
1811853,920083|920085|920081|920088
1811995,92
1812126,92
1812162,92
1812226,92
1812352,920083|920091
1812516,920083|920081|920087
1813130,920083|920083|920091|124354
1813278,920083|920090|124862
1813790,920083|920090|124531
1814464,920083|920090|920086
1816653,920083|920090|122430|124155
1817145,92
1817344,92
1818582,920083|920083|920084
1819277,920083|920085
1819347,92
1819379,920083|920091|124354
1819444,920083|920081|920091
1820233,920083|920085|124603
1820508,92
1820585,920083|920085|920087|920088
1820589,920083|920085|920090|920091|920088
1820633,92
1820901,920083|124531
1821666,92
1822199,920083|920086|124444
1823686,92
1823775,920083|920090
1824144,92
1824614,92
1824744,92
1824828,920083|920086
1825971,92
1827543,92
1827798,92
1828015,92
1828425,92
1828456,92
1828762,920083|920085
1829689,920083|920081
1830033,920083|124565|124140|124715
1830261,92
1834959,92
1839783,92
1841283,920083|920087
1842662,92
399001,920083|124603
423589,920083|920091
453847,920083|920081|920092
473960,920083|920090
501509,9201
507537,9201
613737,920083|920086
862044,920083|920085|920088
862805,920083|123584
884629,920083|920092
892273,9201
898616,920083|121999
922996,920083|920091|920086
924101,920083|123586|920086|123732
932133,9201
945616,9201
962849,920083|920081
963605,920083|920083
964986,9201
1792820,123229|124603|920088
1730750,123065|10005
1741984,123065|920088
1808027,123
1702817,123
1710968,123065|123868|920081|120292|122112|120550|120601
1741601,123065|123699|124603
1769239,123
1110887,1
1196426,10005|920085
1279956,10005|920085
1717323,10005|10008|124124
1730842,10005|10007|121439|121440|920088|124124
1739081,1
1745196,10005|123260|123787
1749263,10005|124124
1770459,1
1779972,10005|920081
1795851,10005|123868|920092
1796328,10005|124152|124137
1803499,10005|10008
1804742,10005|10005
462938,1001
953380,1001
1158273,10005|920084|122190
1219404,1
1250769,1
1280269,10005|920090|920081|123514|121440|124152
1716109,10005|10008
1722495,1
1727602,10005|124411
1728014,10005|10001|920081|920081|124603
1731540,10005|920085
1745852,10005|10005|920081
1748339,1
1750345,10005|10005|124722|10008
1750376,1
1761989,10005|920081|920087
1768856,1
1770952,10005|124438
1772617,1
1773050,1
1773115,10005|920090|121999|123712
1779586,10005|123900
1779809,1
1781572,10005|920081|124636|920088
1787777,10005|920085|920085|920085|920081|920081|920091|920091
1791498,1
1791878,10005|124603
1802473,1
1804299,10005|920100|920081|920081
1808278,10005|10007
1808918,1
1812218,1
1813124,1
917792,10005|920092|121413|920087
1729812,10005|123679
1748325,1
1766327,10005|123702
1767478,1
1786489,1
1786491,1
1792352,10005|124270|124191|920086
1796040,1
517726,1001
1158117,122877|124347
1131735,122877|124695|123489|123260
1710671,122877|920084|123685|124603|920087|920087|920088
1748967,122877|122181|920084|120808
1792686,124094|920092
1076494,123
1250954,123182|920100|920090|920081|124603|920091|123260
1729602,123182|123122|920081|920091|123047
1703920,123
1219369,123122|124183
1239922,123122|920085|920090|920087|920087
1728795,123122|920081
1752763,123
1808937,124
1818890,124
1769521,124
1786533,123653|122430
1794906,124
1780310,123
1727792,123
1734570,122551|122181|920084|920084|920090|920091|920087
1739548,123
1773751,123
1774095,122
1035371,122181|920081
1111439,122181|920085|124155
1711238,122181|920091
1713791,122181|122094
1722921,122181|920084
1728279,122181|920081|122430
1749170,122181|124603|920091
1749426,122181|122094|920085|920091|121917
1770981,122
1785864,122181|122094|124000|120808
1812415,122181|121019
516990,1222
1002784,920084|920081
1004684,92
1008316,920084|920090|920091|120808|121440|124462|124572
1020547,920084|123881|920091|121440|920088
1021060,920084|920091
1032536,920084|920085|920090|920091
1035806,920084|920084|123487
1124397,920084|124603|920091
1135186,920084|920081
1136615,92
1137721,92
1138327,920084|920091
1139688,920084|920091|920087
1144001,92
1156487,920084|920091
1157138,920084|920088
1158241,920084|920084|122291
1158538,92
1158673,920084|920085|920091|920086|920087|124640
1165955,920084|920084|123695
1171257,92
1171316,920084|920081|920091
1178437,92
1183870,920084|920081|120550
1184117,920084|920081
1184188,920084|920046|920088|122876
1184338,920084|920090|920091
1196924,920084|920086
1216866,92
1217094,920084|920085|920081|920091|920091|920088|124253
1227842,92
1229133,920084|920085|920090|920091|920087
1230605,920084|920091
1232050,920084|920087
1235833,92
1237235,920084|920088
1247418,92
1249765,920084|124482
1250725,920084|920091|920088
1250853,920084|124603|920088
1253645,920084|920085|920091|920086
1254818,920084|920085|920091|920087|920088
1257268,920084|920091
1259812,920084|920091
1260820,920084|920081
1265946,920084|920081|120292|920091
1267309,920084|920085|920081|920081|920091|920087|920088
1268768,92
1274389,92
1278070,920084|124603|123453
1278167,920084|920090
1279839,92
1283509,920084|920091|920091
1505825,92
1701823,920084|120808|124354|920087
1701883,920084|920091
1702060,920084|920085|920091|920087|124556
1702072,920084|920091
1702326,920084|920091
1703037,920084|920091
1703246,920084|920091
1704187,92
1705890,92
1707520,920084|920081
1710720,920084|920088
1711039,920084|920091|920087
1711513,92
1712778,920084|920086
1713150,920084|920087|920088
1713669,920084|920091|920091
1713875,92
1714943,920084|920091
1715949,92
1716616,920084|920091|920087
1716725,92
1717919,92
1720449,92
1720452,920084|920085|920091
1721124,920084|123868
1721143,920084|920085|920081|920091|920092|920086|920087|920088
1722512,920084|124603
1722560,920084|920081|920091
1724006,920084|920101|920091|920087
1726749,920084|920090|920087
1727481,920084|920091
1727767,92
1727830,920084|920085
1728387,920084|120808
1729032,920084|920091
1729519,920084|121413
1729699,92
1729782,920084|920081|920081|920091|920091
1729787,920084|920081|920091|920092|920092
1729960,92
1730497,92
1731337,92
1732527,920084|124603|920091|920091|920088|920088|920088
1733433,92
1734455,920084|920091|121917
1734467,920084|920088
1735103,920084|920085|920081|920081|920091|920087
1735116,920084|920081
1735243,920084|124603
1735460,920084|120550|120601
1735836,920084|920090
1739176,92
1739984,920084|920090|920091|920091|920088
1740491,920084|920081|920088
1740814,920084|920081|920086|920088
1741687,92
1742102,920084|920087
1744716,920084|920091
1746379,92
1746385,920084|920081|920091
1747433,92
1748270,92
1748402,920084|920091
1748476,920084|920091
1749224,920084|920084|920085|920081|920081|920091|920091
1749547,920084|920081
1751654,92
1752252,92
1752279,920084|920085|920091
1752401,920084|920081|920091
1752512,920084|920085|920081|920091
1752717,920084|123868|920081|920091|920092
1752888,920084|920085|920091|121917
1752926,920084|920085|920081|124603|920086|920088
1753341,92
1753448,920084|920091|920087
1757199,92
1759365,92
1759703,920084|124603|920091|920087
1759899,920084|920087
1760002,92
1760240,92
1760623,920084|920091|920087
1760657,92
1760682,92
1760852,92
1761230,92
1762016,92
1762860,92
1762870,920084|920090|920091
1763118,92
1763147,920084|920090|920081|920092|920088
1763151,920084|920091
1764259,920084|920081|920081
1765879,920084|124000|920091
1766955,92
1768798,920084|920085|920091
1769196,920084|920081|920091|920088
1769237,920084|920081|124603|124603
1769809,920084|920091|123869
1770005,920084|920090|124603|920091
1770505,920084|920085|920090|920087
1773483,920084|920086
1773946,92
1774179,920084|920091
1774258,920084|920085|122190
1774448,920084|920084|920081|920081|920081
1775156,920084|920091
1778132,92
1778249,92
1781026,920084|124603|920091|920087|920088
1781568,92
1781864,920084|920081|920091
1786016,92
1786462,920084|920091|920091
1787315,920084|920087|920087
1787530,920084|123869
1788430,920084|920081|920091
1789533,920084|920085|920090|124603|124559
1791368,92
1792002,92
1792806,920084|123869
1795242,920084|123489|121555|123751
1795541,920084|920081
1795542,920084|123868|920081
1795581,920084|920091
1796259,920084|123428
1797250,920084|920091
1797883,92
1799874,920084|920090|920090|920091
1802205,920084|920087
1803996,920084|920091
1804043,920084|10008|10008
1804085,920084|920085|920091|920087
1804203,92
1804563,920084|920084|920087|920087|920088
1805392,92
1807469,92
1807898,92
1808015,92
1808254,92
1811273,920084|920091|920087
1812476,920084|920091
1813548,920084|920086
1814548,92
1816955,920084|920085
411777,920084|920084|920081|920091|920091
427254,9201
518989,9201
861792,920084|920091|920087
861797,920084|920081
889945,920084|920091|920087|920088
910991,920084|920085
915407,920084|920081
917666,9201
922742,920084|920085|920090
936195,920084|920081
936776,920084|920085|920091
1788353,121019|124603
1795348,121019|124438|124152
1250040,122
1797681,122
1748505,124722|124000|124466|124352
1769578,124
1020191,120863|124502
1035976,121
1740230,121
1760690,120863|124767|123869
1816416,121
1828044,121
1828809,121
934517,1209
956339,1209
1769138,124270|124303|920081|120808
1813458,124270|920085|920085|920090|123487
1748216,124
1711651,124000|124000|120018|120018
1716544,920100|920091|920088
1761158,124000|124000|920091|920091
1761159,124
1779915,92
1180915,123
1267134,123231|123260
1709378,123
1709744,123231|920091|920087
1714024,123231|920091
1714196,123
1793316,123231|920085
1711446,124303|120292
1820817,124303|120292|920091
1827967,124303|10008|124587
1838683,124
902284,124303|124655
1075990,92
1786274,92
1789383,92
1795197,92
1795395,920121|123586|123856
1800805,92
1819063,92
1833237,92
1835851,92
1728701,124438|122392
1268479,124
1729538,124438|920081|123869
1752132,124
1760678,124438|920081|10008|10008|124075
1779933,124
1278902,123474|123599|123169
1076294,124
1195314,124
1713302,124
1716693,124
1736612,124
1752913,124
1769704,124
1769994,123691|123586|123535|123507
1770249,123691|920085
1771658,124
1786116,123691|122180
1786117,124
1786122,124
1791524,124
1792818,124
1807875,124
1808292,124
1167634,124
1238844,123649|920085
1741404,123586|920081|920091
1741594,123649|121715
1759977,123649|920090
1786983,123586|123507
1797908,124
1803306,124
1803308,124
1803317,124
1808891,124
1711022,124451|123732|124478
1717115,124451|124808
1721575,124451|920090|920090|123881|123885|124280|124587|120292|120292|920091|124273|123260|123944|124567|124382
1221435,124177|920085|121440
1713163,124
1747675,124
894947,1242
1075746,124
1740992,124
1745737,123875|920090|920086
1770443,123875|122180
1781577,123875|920090
1786633,123875|920085|920085|920090|920091|124273|920086|920086|124534
1792191,123875|920090|124273|920086
1792274,123875|920090
1797638,123875|920090|124534
1805391,124
1805989,123875|124273
1806054,124
1808229,124
1032463,123699|10001
1189650,123699|124278|123606
1197978,124
1264451,124
1748467,123699|920091
1748511,123699|920081
1748895,124
1802360,124
1811829,124190|124278
1740770,124278|124603
1740788,124278|123053|124603
1704928,123743|120808|121555
1744197,124
1752865,123743|123487
1760417,124
1770003,124
1786095,124
1791514,124
1808235,124
1808378,124
1259056,123632|920081
1282944,123632|120292
512432,1241
1803520,125
1747271,123678|123465
1768071,124
1786125,123678|920090|123902|122180
1235470,125
1711579,125
1719697,125
1731483,125
1749504,124724|920081
1771595,125
1789123,125
1814816,125
1106217,124594|122392|124454
1819813,124
1019390,124
1031600,124
1034415,124
1073565,124
1074916,124
1075540,124
1090997,123868|120550
1121493,124
1127660,124
1135560,124
1158721,123868|124207|124203
1165334,124
1170887,123868|122112|120550
1220035,123868|123927
1250477,123868|123514
1251620,123868|122112|120550
1252027,123868|920081|122112|120550
1258597,123868|122112
1258838,124
1260023,124
1260659,124
1266372,124
1270506,124
1276195,123868|920081|122112|120550|120601
1282707,124
1505974,124
1704461,124
1709937,124
1710527,124
1710668,124
1710954,124
1710977,123868|122112|124454
1711072,123868|124241|920081|122112|120550|120601
1712238,124
1717118,124
1717165,123868|123827
1721339,123868|123869
1727682,123868|123927|123646
1727996,123868|920081|920081|123927
1729580,123868|920081
1730118,124
1730131,124
1730164,123868|920081|124454
1730200,123868|120292|122112|120550|120601
1730210,124
1730321,124
1734434,124
1735023,124
1735457,124
1735458,124
1736651,124
1739117,124
1739797,124
1741036,124
1741037,124
1742514,124
1745966,124
1745970,124
1745975,124
1746023,124
1746061,124
1746127,123868|124271
1746220,124
1746313,124
1747293,124
1752807,123868|123447
1759710,124
1761747,124
1761802,124
1762013,124
1769986,123868|123869
1770545,124
1770558,123868|124640
1770674,124
1770767,124
1770804,124
1771672,124
1773210,124
1773476,123868|920081
1774265,123868|122180
1774266,123868|920091
1779698,123868|123741
1780223,124
1780285,124
1780299,123868|920088
1782381,124
1786391,123868|123787
1788278,124
1788298,124
1788307,124
1788395,124
1788399,124
1788436,123868|920088
1788458,123868|920081|920081
1790893,124
1791631,123868|920081|124470
1792119,124
1792297,123868|920085
1792340,124
1795053,123868|920088
1795849,123868|124241
1796376,124
1796580,124
1798438,124
1798557,124
1798627,124
1802034,124
1803571,124
1803637,123868|920081
1803840,124
1804426,124
1804434,124
1804436,123868|920081
1804479,124
1804492,124
1804535,123868|920088
1804536,123868|920088
1804559,123868|123741|123732|123927
1804562,123868|920081
1804615,124
1804837,124
1807592,124
1808062,124
1809498,124
1811019,124
1811635,124
1811900,123868|920085|920081|124467
1811971,124
1811972,124
1812207,123868|920086
1812492,124
1813367,123868|123892|123869
1813589,124
398458,123868|920081
471055,1239
946711,123868|123868
1245387,124
1245893,124
1704197,124
1199196,124179|124180
1219402,124
1814215,124
1804421,123
1804548,123428|920088
1804583,123428|123453|123514|920088|123674
1002331,123798|920081|123789|123732
433586,123798|920091|920086|121440
1713394,124423|920092|124415
1745981,124
1745631,124
1792716,124
1794869,124505|124603|123787
1120361,125
1760331,124623|124411
1768991,124623|920088
1770289,125
1807476,124623|124192
1075898,123553|920081|123599
1711564,123553|123553|123519|123519
1511025,124
1729242,124
1730234,124
1749488,124241|124248|120601
1794870,124241|10008|124207
1804575,124
1812216,124
852353,1242
1157410,124
1198802,124217|123787
1279336,124217|920101|920091|124108
1712183,124
1712243,124217|920081
1715078,124
1728525,124
1728855,124
1729496,124217|123787
1739371,124217|123787|920088
1792366,124217|123787
1804230,124
1819790,124217|920081|124248
1820471,124
1823757,124
1824042,124
1824044,124217|124415
852283,1242
1073831,124
1074820,124
1250149,124
1252227,124
1277049,124
1701951,124
1705026,123629|123535|123047
1716827,123629|920081|920081|920081|10008|123535
1728134,124
1731123,124
1731862,124
1731873,124
1740143,124
1745057,124
1745928,124
1746831,124
1747480,124
1747482,124
1747506,124
1752444,124
1752674,124
1768266,124
1770856,124
1772350,124
1772974,123629|123614
1773798,124
1774219,124
1774542,124
1781232,124
1786498,123629|920091
1786503,124
1786509,124
1786513,124
1789182,124
1789186,124
1789905,123629|124603
1791513,123629|10007|920091|123525
1791593,124
1793737,124
1803126,124
1803127,124
1803143,124
1803152,124
1804630,124
1807393,124
1807394,124
1807755,124
1808256,124
1761011,123685|920081|124603
1763577,124
1283332,124723|123048
1748894,10001|124603|920088
1752689,10001|124603
1774225,10001|920081|920091
1776347,10001|122191
1798586,10001|121439
1801850,1
1802696,1
1803513,1
1808049,1
1818835,10001|920081|124169
1747043,10001|920086|920087
1752147,124259|123584|920081
1779690,124259|123787
1804205,124259|920081
1808301,124
1824914,124099|920081
1000946,920085|920091|920088
1025422,92
1032631,920085|920085|920091
1037185,920085|920090|124603
1076418,920085|920091
1105648,920085|920091
1107895,920085|920091
1116798,920085|920090|920090
1133103,92
1137632,92
1140073,92
1156373,92
1167868,920085|920090|124603
1168338,920085|920090|920088
1174316,92
1174729,92
1176580,920085|920091
1176656,920085|920091
1179172,920085|920091
1183540,920085|121555|920087
1186781,92
1195054,92
1208236,92
1211506,920085|124603
1216317,92
1217679,920085|920091|920087
1218217,920085|920088
1221551,920085|10007
1230517,920085|920090|920092|920087
1230966,920085|920081
1236156,920085|124603|920091|920088
1237078,920085|920081|920091
1242175,920085|920081|920092
1247445,920085|920091
1250393,920085|920091
1253304,92
1253641,920085|920085|123679|123679|920088|920088
1259231,92
1260249,920085|920081|920091
1267678,92
1269300,92
1274012,92
1274112,92
1274420,92
1274556,92
1275297,92
1278334,92
1278718,920085|920090
1282846,920085|123487
1700994,92
1701214,92
1703986,920085|920090
1704511,920085|920090
1711270,920085|920081|920081|920091|920088|920088
1712526,920085|920090|920081|920091
1713215,920085|920091
1713607,920085|920081|920088
1713794,920085|120292|920091|120808|122190|123869
1714037,92
1721497,920085|920085|920091|920091|920091|920091
1728142,920085|920085|920090|920090|920081|920081|124603|920091|920092|920087|920088|123529
1728319,92
1729127,920085|920081|920091
1729790,92
1729934,920085|920091|920087
1730431,920085|120018
1730451,920085|920091|920092
1731761,92
1734477,92
1734934,920085|124603
1735047,920085|920087
1739418,920085|920091
1741222,92
1741414,920085|920081|920091
1741439,920085|920090
1741918,92
1745352,920085|920092|920086|123465|920088
1745819,92
1745949,920085|920081|920091
1746774,920085|920090
1746779,920085|121715
1747225,92
1747772,92
1748451,92
1749371,920085|920081|124603|10008|920091|920088
1749508,920085|920091
1752068,920085|920090
1752897,920085|920090|121715|124415
1752900,920085|920081
1753405,920085|120018|920091|124317
1759408,92
1760020,920085|920090|920081
1760368,920085|920081|920091|920088
1760610,92
1760914,92
1761884,920085|920081|920091
1762046,920085|920087
1762852,92
1763947,92
1767631,920085|920090
1768021,92
1768403,92
1768554,92
1768694,920085|920090|920090|920081|920091|920091
1768821,920085|920090|124603|920091
1769278,92
1769517,92
1770515,92
1770634,920085|920081|920091
1770696,92
1770709,92
1770979,920085|124603
1771507,920085|124603|123260
1771534,92
1771663,92
1772080,92
1773408,92
1773506,920085|920091|920088
1773948,92
1779759,92
1781783,92
1782362,92
1783986,920085|920091|920087
1786028,920085|10007
1786336,92
1787013,920085|920091|920087
1787799,920085|124603|920091
1788021,920085|123053|124603
1788555,92
1788730,92
1788814,920085|920081|920087|920088
1788960,92
1789090,920085|920081
1789603,920085|920085|920085|920081|920091|920087|920087|920087
1789650,920085|920081|920087
1789711,920085|920090|920091
1791174,920085|920085|920081|920081
1792358,92
1792580,92
1793555,920085|920091
1795244,92
1795391,920085|124603|920087
1795577,920085|124637|123617
1795590,920085|920081
1795680,92
1795770,92
1796739,92
1798488,92
1799703,92
1802583,920085|920091|120808
1802862,920085|920088
1803046,92
1803437,92
1803481,920085|920081
1803648,92
1804529,920085|920091|121413|123453|123556|122392|123517
1804531,920085|920085
1804556,920085|920085|920091
1804926,92
1807269,92
1808311,920085|124361
1808370,92
1812125,92
1813440,92
1815099,920085|124603
1817191,92
1818399,92
1818425,920085|124702
1818663,92
1819044,920085|124603
1820068,920085|920081|920081
1820632,920085|920090|920091
1820720,92
1820947,920085|920090|920091|123487
1821428,920085|920081|920091|920086
1821713,920085|920081
1821786,920085|920090|920091|920086
1823690,920085|920081|920092|920087|920088
1823695,920085|920081|124603|920091|920087|920088
1823846,920085|920091|920086
1823980,92
1824150,92
1824783,920085|124556
1825297,92
1825409,920085|920090|920087
1826372,92
1827433,920085|920088
1827522,92
1827944,92
1828253,92
1828463,92
1833503,920085|920090
1836704,920085|920091
1841694,92
1841956,920085|920086
1842351,92
1842519,920085|920090
1842589,92
386559,9201
417187,9201
468608,9201
536826,920085|920090
830163,9201
868603,920085|920091|121413
895574,920085|920081|920091|920092|920086|920087|920087|920088|920088
921846,9201
935063,9201
938400,9201
948592,920085|920088
954414,920085|920091
955742,9201
956075,920085|920081
1253240,123584|124603
1253734,123584|920081|120601
1260360,123584|124532
1804270,124
1804286,124
895886,1236
1000994,92
1020429,92
1026525,92
1029779,92
1040173,92
1074758,92
1105203,92
1121609,920090|920081
1156415,920090|920091
1158530,920090|123260
1169473,92
1169735,920090|920091
1171189,920090|920092|920086
1176698,920090|920088
1178452,92
1179259,92
1180045,920090|920088
1181529,92
1182995,92
1199052,920090|920091
1216372,92
1218942,920090|920091
1243079,920090|920090
1246335,92
1249228,920090|920086|920086
1251562,92
1256375,920090|920091|920086
1257602,92
1258540,92
1702108,920090|920046
1711464,920090|920088
1712330,92
1712835,920090|920091
1712975,92
1713515,920090|920090|920088
1721799,920090|920081
1723030,920090|920091|920088
1724717,920090|920091
1726072,92
1726789,920090|920091
1727807,92
1728271,92
1728417,920090|123260
1728928,920090|920091|920087
1728953,920090|920091|920087
1735899,920090|920091
1739140,920090|920091
1740204,92
1742716,92
1745407,92
1745783,920090|124531
1745788,92
1747623,920090|920090
1751895,920090|920081|920091|920092|920086
1752813,92
1752880,920090|920092
1761115,920090|920088
1761901,92
1762026,920090|920088
1763500,920090|920090
1768075,92
1768478,92
1768620,92
1770490,920090|124531
1770570,920090|920091
1772740,92
1780198,920090|920091
1781194,92
1787671,920090|920081|124603
1788077,920090|920081|124556
1788543,920090|124603|920088
1791502,92
1791695,92
1792341,920090|920081
1792379,920090|920090
1792425,920090|920081|124534
1792441,920090|920090|920090|920081
1792594,92
1792755,92
1792841,92
1793310,92
1794967,92
1795051,920090|123556
1795305,920090|920090|123900
1795595,92
1795774,92
1799520,92
1802385,92
1802470,920090|920091|920088
1803369,92
1806615,92
1808316,920090|920081|920081
1808415,92
1808420,92
1808941,920090|920090|124603|124603
1813190,92
1820120,920090|920090
1820984,920090|124603
1822067,92
1823810,92
1823954,920090|124603
1824354,92
1825441,92
1827848,92
1827963,92
1833619,92
1834140,920090|920088
1838546,92
1840243,92
1840906,92
1841045,92
1841210,920090|920091
1841220,920090|920091
1841644,920090|920090
1842844,92
461310,920090|122180
466843,9201
508284,9201
882617,9201
885723,920090|920081|920086
904397,920090|920081|920091
914004,9201
922324,920090|920081|920091|920087|920088
955078,9201
963584,920090|920090|920086|920086
1746933,121715|124603
1105689,121715|920091
1267850,121715|920081|124637|123617
1722106,121715|124603
1728065,122
1730208,121715|124603|124125|120018|120292
1740261,121715|124603
1749510,122
1769002,121715|920081
1812997,122
1813202,122
1798381,124597|123507
1823656,125
1785781,123
1270104,123489|123489|124603|124603
1275338,123489|920087
1730830,123489|124074|920088
1748857,123
1768076,123489|124603
1811647,123489|123053|10007|920088
1701964,123053|122248
1714566,123
1808335,123
1747621,123053|123487|122180|123507
1771807,123053|123703
1196946,124
1702815,124
1728756,123650|920091
1770000,124
1788009,124
1735911,122
1748538,122
1005733,920081|124556|124531
1007930,92
1011847,92
1017861,920081|920088
1020201,920081|920091|920087
1023781,92
1024092,92
1029962,920081|124603|920088
1029986,92
1030910,92
1033286,92
1033962,92
1035412,920081|920091
1040024,92
1067854,92
1067901,92
1076127,920081|920081
1092884,920081|920091|920087
1104734,92
1105055,92
1116843,92
1120297,92
1122077,92
1122554,92
1125119,920081|920091|920092|124338|920088|124334
1129023,92
1132406,92
1133824,92
1135698,92
1145756,920081|920091
1157311,920081|920092
1158902,920081|920081|920091
1159206,92
1159400,92
1160515,92
1170801,92
1171626,92
1174632,920081|920088
1174780,92
1175238,92
1178897,92
1179357,920081|920081|124200
1189244,92
1189247,92
1195191,920081|920088
1195397,92
1196798,920081|920088
1200631,92
1206174,92
1209935,920081|124183|124444
1210893,92
1214245,92
1214486,920081|123869
1214593,920081|920091|920092
1217401,920081|124603
1217503,92
1218791,92
1221085,920081|920091
1224488,92
1230506,92
1230518,92
1231499,920081|920088
1236729,920081|920091|920092|920086|920086
1238385,92
1238407,92
1241314,92
1244755,920081|920081|920081|920081
1249269,92
1249287,92
1251700,92
1251898,920081|920081|920092|124492|920086
1252444,920081|920081|920091|920087
1252700,92
1258762,92
1258811,920081|920091|920088
1259274,920081|122112
1266777,92
1266829,92
1266872,920081|920087
1266926,92
1267012,92
1267111,92
1267205,92
1268680,920081|920091|920088
1269085,92
1269351,92
1269542,920081|920092|920086
1270573,920081|124603
1274367,920081|123514
1274536,92
1274751,920081|123869
1275143,92
1275226,920081|920088
1275420,92
1275584,92
1276342,92
1276924,920081|920091
1277001,92
1279486,920081|920091
1280408,92
1280999,92
1282881,920081|920081|920091|920091
1283683,920081|920086
1284390,92
1284394,920081|920081|121440
1701939,92
1702018,920081|120550|124411
1702399,92
1702692,92
1703030,92
1703990,92
1704509,92
1704852,92
1704869,92
1705159,920081|920081|920092|920086
1705594,920081|920091
1709972,92
1710364,920081|920088
1710817,920081|920091|920087
1710869,92
1711043,92
1711113,92
1711342,92
1711360,92
1711457,92
1711729,92
1711928,92
1711986,92
1712034,92
1712052,92
1712338,920081|920092
1712407,920081|920081|920091
1712430,92
1712951,920081|920092|123821|124435
1713227,92
1713229,920081|920091|920092|920086
1713230,920081|920092
1713571,92
1713859,92
1713895,92
1714928,92
1715108,92
1715891,92
1716628,92
1716680,92
1717108,920081|920092
1717669,920081|920092
1720003,920081|920088
1721050,920081|920092
1721288,920081|920092|920086
1721473,92
1721512,92
1721643,92
1721650,920081|920081|920092|123702
1721778,92
1721845,92
1722228,92
1722410,920081|920088
1722511,92
